0.420928 536
0.447781 1072
0.478736 1608
0.508608 2144
0.53376 2680
0.5432 3216
0.563632 3752
0.585152 4288
0.611819 4824
0.638485 5360
0.665835 5896
0.696789 6432
0.731381 6968
0.749109 7504
0.780997 8040
0.818293 8576
0.844885 9112
0.871941 9648
0.903685 10184
0.930277 10720
0.966309 11256
0.992901 11792
1.01949 12328
1.06025 12864
1.0873 13400
1.12805 13936
1.15465 14472
1.18639 15008
1.22714 15544
1.26789 16080
1.29449 16616
1.33052 17152
1.36327 17688
1.40932 18224
1.42705 18760
1.44477 19296
1.47666 19832
1.50855 20368
1.5546 20904
1.58692 21440
1.60465 21976
1.63653 22512
1.65426 23048
1.70465 23584
1.72271 24120
1.74111 24656
1.75884 25192
1.777 25728
